"did","card_id","d_day","d_status","f_day"
1475,"140221200112162136","2020-01-25",1,"2020-01-25"
1476,"320211199605301152","2020-01-25",1,"2020-01-25"
1477,"230406195504101258","2020-01-25",1,"2020-01-25"
1478,"140924199711263248","2020-01-25",1,"2020-01-25"
1479,"532327198406052491","2020-01-25",1,"2020-01-25"
1480,"411522195201311215","2020-01-25",1,"2020-01-25"
1481,"130424199310294415","2020-01-25",1,"2020-01-25"
1482,"441226195403141781","2020-01-25",1,"2020-01-25"
1483,"410883197410202725","2020-01-25",1,"2020-01-25"
1484,"340322199212170604","2020-01-25",1,"2020-01-25"
1485,"140425195509171287","2020-01-25",1,"2020-01-25"
1486,"150727200904292825","2020-01-25",1,"2020-01-25"
1487,"370102199201172267","2020-01-25",1,"2020-01-25"
1488,"230127201411103696","2020-01-25",1,"2020-01-25"
1489,"430212197407081139","2020-01-25",1,"2020-01-25"
1490,"530724194709280849","2020-01-25",1,"2020-01-25"
1491,"340103198902061734","2020-01-25",1,"2020-01-25"
1492,"230382194501083599","2020-01-25",1,"2020-01-25"
1493,"450381198305102695","2020-01-25",1,"2020-01-25"
1494,"620825201705022195","2020-01-25",1,"2020-01-25"
1495,"230103196712202589","2020-01-25",1,"2020-01-25"
1496,"130981193304241584","2020-01-25",1,"2020-01-25"
1497,"140828196412044199","2020-01-25",1,"2020-01-25"
1498,"540622197306241260","2020-01-25",1,"2020-01-25"
1499,"14092319950621351X","2020-01-25",1,"2020-01-25"
1500,"13060819480412131X","2020-01-25",1,"2020-01-25"
1501,"44162519740522047X","2020-01-25",1,"2020-01-25"
1502,"230603193502044838","2020-01-25",1,"2020-01-25"
1503,"370613198811073751","2020-01-25",1,"2020-01-25"
1504,"150204193203122386","2020-01-25",1,"2020-01-25"
1505,"430621196608212784","2020-01-25",1,"2020-01-25"
1506,"445224201612021013","2020-01-25",1,"2020-01-25"
1507,"510115196204292576","2020-01-25",1,"2020-01-25"
1508,"120117198403024135","2020-01-25",1,"2020-01-25"
1509,"210811193312241731","2020-01-25",1,"2020-01-25"
1510,"320302194705081683","2020-01-25",1,"2020-01-25"
1511,"410202198804284632","2020-01-25",1,"2020-01-25"
1512,"130184195403244806","2020-01-25",1,"2020-01-25"
1513,"410104197808044575","2020-01-25",1,"2020-01-25"
1514,"350824199606171732","2020-01-25",1,"2020-01-25"
1515,"511504194908311258","2020-01-25",1,"2020-01-25"
1516,"610222199902262098","2020-01-25",1,"2020-01-25"
1517,"360423196405163357","2020-01-25",1,"2020-01-25"
1518,"51062320100505228X","2020-01-25",1,"2020-01-25"
1519,"230524198007244065","2020-01-25",1,"2020-01-25"
1520,"640381198512093395","2020-01-25",1,"2020-01-25"
1521,"440104194906153013","2020-01-25",1,"2020-01-25"
1522,"511529195510192158","2020-01-25",1,"2020-01-25"
1523,"310110194407273430","2020-01-25",1,"2020-01-25"
1524,"410621201106271063","2020-01-25",1,"2020-01-25"
1525,"150205197408231476","2020-01-25",1,"2020-01-25"
1526,"440523201709233448","2020-01-25",1,"2020-01-25"
1527,"431224197105130157","2020-01-25",1,"2020-01-25"
1528,"511025196703104347","2020-01-25",1,"2020-01-25"
1529,"410927200610023317","2020-01-25",1,"2020-01-25"
1530,"370402194512252858","2020-01-25",1,"2020-01-25"
1531,"340181200709093215","2020-01-25",1,"2020-01-25"
1532,"210505198708194002","2020-01-25",1,"2020-01-25"
1533,"34050619410412422X","2020-01-25",1,"2020-01-25"
1534,"370812199712240189","2020-01-25",1,"2020-01-25"
1535,"45012419530407001X","2020-01-25",1,"2020-01-25"
1536,"150703198604121935","2020-01-25",1,"2020-01-25"
1537,"140303201301271320","2020-01-25",1,"2020-01-25"
1538,"421126198008070244","2020-01-25",1,"2020-01-25"
1539,"230281200009194971","2020-01-25",1,"2020-01-25"
1540,"350105193608013979","2020-01-25",1,"2020-01-25"
1541,"411481196810214890","2020-01-25",1,"2020-01-25"
1542,"632623194504111164","2020-01-25",1,"2020-01-25"
1543,"500155201304254887","2020-01-25",1,"2020-01-25"
1544,"430225197509121893","2020-01-25",1,"2020-01-25"
1545,"371325193102223822","2020-01-25",1,"2020-01-25"
1546,"150424199007123086","2020-01-25",1,"2020-01-25"
1547,"440802199103161544","2020-01-25",1,"2020-01-25"
1548,"340603198311284060","2020-01-25",1,"2020-01-25"
1549,"630106194904020063","2020-01-25",1,"2020-01-25"
1550,"522702197707251134","2020-01-25",1,"2020-01-25"
1551,"220204201108183207","2020-01-25",1,"2020-01-25"
1552,"222405198007021537","2020-01-25",1,"2020-01-25"
1553,"610927197308141163","2020-01-25",1,"2020-01-25"
1554,"33052219920306055X","2020-01-25",1,"2020-01-25"
1555,"210503193306133965","2020-01-25",1,"2020-01-25"
1556,"420624197502120090","2020-01-25",1,"2020-01-25"
1557,"130629196605234291","2020-01-25",1,"2020-01-25"
1558,"21112220020705025X","2020-01-25",1,"2020-01-25"
1559,"620402197004263660","2020-01-25",1,"2020-01-25"
1560,"350211193506061999","2020-01-25",1,"2020-01-25"
1561,"341302199212213825","2020-01-25",1,"2020-01-25"
1562,"410703196612024670","2020-01-25",1,"2020-01-25"
1563,"530629193701253397","2020-01-25",1,"2020-01-25"
1564,"652822196601142250","2020-01-25",1,"2020-01-25"
1565,"430203198304231163","2020-01-25",1,"2020-01-25"
1566,"654323195111223097","2020-01-25",1,"2020-01-25"
1567,"150722193601252880","2020-01-25",1,"2020-01-25"
1568,"361026196405083072","2020-01-25",1,"2020-01-25"
1569,"210782200012092458","2020-01-25",1,"2020-01-25"
1570,"411002196908010792","2020-01-25",1,"2020-01-25"
1571,"420302197609070789","2020-01-25",1,"2020-01-25"
1572,"361025195809253700","2020-01-25",1,"2020-01-25"
1573,"440507194210080275","2020-01-25",1,"2020-01-25"
1574,"330825198505270326","2020-01-25",1,"2020-01-25"
1575,"152224196410253056","2020-01-25",1,"2020-01-25"
1576,"141126199812180994","2020-01-25",1,"2020-01-25"
1577,"340503196405143774","2020-01-25",1,"2020-01-25"
1578,"441323197007064302","2020-01-25",1,"2020-01-25"
1579,"621021201205032161","2020-01-25",1,"2020-01-25"
1580,"610203199905313568","2020-01-25",1,"2020-01-25"
1581,"510812193005093190","2020-01-25",1,"2020-01-25"
1582,"150725199512070328","2020-01-25",1,"2020-01-25"
1583,"340404193803233051","2020-01-25",1,"2020-01-25"
1584,"320921199803201612","2020-01-25",1,"2020-01-25"
1585,"420105200906112562","2020-01-25",1,"2020-01-25"
1586,"211221197010172848","2020-01-25",1,"2020-01-25"
1587,"632224195010040641","2020-01-25",1,"2020-01-25"
1588,"210212197402214667","2020-01-25",1,"2020-01-25"
1589,"513327193212021501","2020-01-25",1,"2020-01-25"
1590,"429021200803170113","2020-01-25",1,"2020-01-25"
1591,"420625199101280312","2020-01-25",1,"2020-01-25"
1592,"360981198810182519","2020-01-25",1,"2020-01-25"
1593,"341102201308220615","2020-01-25",1,"2020-01-25"
1594,"652901199006083791","2020-01-25",1,"2020-01-25"
1595,"130531197306173522","2020-01-25",1,"2020-01-25"
1596,"321002199008084034","2020-01-25",1,"2020-01-25"
1597,"210422197908283188","2020-01-25",1,"2020-01-25"
1598,"450803193308172213","2020-01-25",1,"2020-01-25"
1599,"320611198605252781","2020-01-25",1,"2020-01-25"
1600,"610112198601133310","2020-01-25",1,"2020-01-25"
1601,"370634200202162275","2020-01-25",1,"2020-01-25"
1602,"420606200111252258","2020-01-25",1,"2020-01-25"
1603,"370826194109162097","2020-01-25",1,"2020-01-25"
1604,"411726200711180606","2020-01-25",1,"2020-01-25"
1605,"440224196910081155","2020-01-25",1,"2020-01-25"
1606,"370481195011052292","2020-01-25",1,"2020-01-25"
1607,"131127199903301784","2020-01-25",1,"2020-01-25"
1608,"141082196005272341","2020-01-25",1,"2020-01-25"
1609,"341321199804133051","2020-01-25",1,"2020-01-25"
1610,"431023193101271870","2020-01-25",1,"2020-01-25"
1611,"510121200104233380","2020-01-25",1,"2020-01-25"
1612,"140926193211114639","2020-01-25",1,"2020-01-25"
1613,"500237201711161154","2020-01-25",1,"2020-01-25"
1614,"610482193811300909","2020-01-25",1,"2020-01-25"
1615,"350403201206131455","2020-01-25",1,"2020-01-25"
1616,"451322201611133890","2020-01-25",1,"2020-01-25"
1617,"513430194009023374","2020-01-25",1,"2020-01-25"
1618,"54010419321114243X","2020-01-25",1,"2020-01-25"
1619,"341124198509042820","2020-01-25",1,"2020-01-25"
1620,"360104196304080899","2020-01-25",1,"2020-01-25"
1621,"650205194407191577","2020-01-25",1,"2020-01-25"
1622,"540103195610172831","2020-01-25",1,"2020-01-25"
1623,"41040319680423238X","2020-01-25",1,"2020-01-25"
1624,"140225194007083273","2020-01-25",1,"2020-01-25"
1625,"360521193203241555","2020-01-25",1,"2020-01-25"
1626,"220722199201151453","2020-01-25",1,"2020-01-25"
1627,"360902193206250222","2020-01-25",1,"2020-01-25"
1628,"540531196701141020","2020-01-25",1,"2020-01-25"
1629,"620421198901024954","2020-01-25",1,"2020-01-25"
1630,"61062819760708287X","2020-01-25",1,"2020-01-25"
1631,"370686195604191127","2020-01-25",1,"2020-01-25"
1632,"360828198706023537","2020-01-25",1,"2020-01-25"
1633,"45031220161130481X","2020-01-25",1,"2020-01-25"
1634,"120117200710184710","2020-01-25",1,"2020-01-25"
1635,"350125201407082751","2020-01-25",1,"2020-01-25"
1636,"32102319890323047X","2020-01-25",1,"2020-01-25"
1637,"230881201109233592","2020-01-25",1,"2020-01-25"
1638,"231003198006291443","2020-01-25",1,"2020-01-25"
1639,"320312194805032232","2020-01-25",1,"2020-01-25"
1640,"441502195401084635","2020-01-25",1,"2020-01-25"
1641,"140430201006042503","2020-01-25",1,"2020-01-25"
1642,"420303194610044062","2020-01-25",1,"2020-01-25"
1643,"620524194401084252","2020-01-25",1,"2020-01-25"
1644,"15050219361026473X","2020-01-25",1,"2020-01-25"
1645,"610304200602034032","2020-01-25",1,"2020-01-25"
1646,"330624193701103613","2020-01-25",1,"2020-01-25"
1647,"510182198610130512","2020-01-25",1,"2020-01-25"
1648,"152524198011190751","2020-01-25",1,"2020-01-25"
1649,"53040319510114321X","2020-01-25",1,"2020-01-25"
1650,"152923195801113621","2020-01-25",1,"2020-01-25"
1651,"513327199505262912","2020-01-25",1,"2020-01-25"
1652,"340222195407130983","2020-01-25",1,"2020-01-25"
1653,"340406200708154481","2020-01-25",1,"2020-01-25"
1654,"652323193304083632","2020-01-25",1,"2020-01-25"
1655,"50012019501015310X","2020-01-25",1,"2020-01-25"
1656,"411527199904091722","2020-01-25",1,"2020-01-25"
1657,"44182619700219047X","2020-01-25",1,"2020-01-25"
1658,"371521199911232537","2020-01-25",1,"2020-01-25"
1659,"152224199207282621","2020-01-25",1,"2020-01-25"
1660,"450421198012091258","2020-01-25",1,"2020-01-25"
1661,"522324198705021192","2020-01-25",1,"2020-01-25"
1662,"32028119520914386X","2020-01-25",1,"2020-01-25"
1663,"330211197401181470","2020-01-25",1,"2020-01-25"
1664,"411102196404210630","2020-01-25",1,"2020-01-25"
1665,"340207201501031900","2020-01-25",1,"2020-01-25"
1666,"150623194206111346","2020-01-25",1,"2020-01-25"
1667,"231003199201290512","2020-01-25",1,"2020-01-25"
1668,"520221201601054932","2020-01-25",1,"2020-01-25"
1669,"410811195508211194","2020-01-25",1,"2020-01-25"
1670,"330226200706121849","2020-01-25",1,"2020-01-25"
1671,"652824194107294658","2020-01-25",1,"2020-01-25"
1672,"620103201707173230","2020-01-25",1,"2020-01-25"
1673,"513329193511094164","2020-01-25",1,"2020-01-25"
1674,"530425195904222446","2020-01-25",1,"2020-01-25"
1675,"420582195901261447","2020-01-25",1,"2020-01-25"
1676,"532923196207143890","2020-01-25",1,"2020-01-25"
1677,"510525193903282773","2020-01-25",1,"2020-01-25"
1678,"540529196510051952","2020-01-25",1,"2020-01-25"
1679,"130627196810010534","2020-01-25",1,"2020-01-25"
1680,"420822193407291377","2020-01-25",1,"2020-01-25"
1681,"451031194409012742","2020-01-25",1,"2020-01-25"
1682,"632723200308312798","2020-01-25",1,"2020-01-25"
1683,"340522199411121902","2020-01-25",1,"2020-01-25"
1684,"220183200402144722","2020-01-25",1,"2020-01-25"
1685,"520602196609032788","2020-01-25",1,"2020-01-25"
1686,"410481193405173437","2020-01-25",1,"2020-01-25"
1687,"230883195902212505","2020-01-25",1,"2020-01-25"
1688,"130730193710144367","2020-01-25",1,"2020-01-25"
1689,"130108194808233039","2020-01-25",1,"2020-01-25"
1690,"152224193805123260","2020-01-25",1,"2020-01-25"
1691,"43022520170708245X","2020-01-25",1,"2020-01-25"
1692,"340881198009222918","2020-01-25",1,"2020-01-25"
1693,"230225193208300059","2020-01-25",1,"2020-01-25"
1694,"361022201108163250","2020-01-25",1,"2020-01-25"
1695,"630202193008123983","2020-01-25",1,"2020-01-25"
1696,"652828196202101281","2020-01-25",1,"2020-01-25"
1697,"150785200508093529","2020-01-25",1,"2020-01-25"
1698,"341721198504232514","2020-01-25",1,"2020-01-25"
1699,"360734197102230815","2020-01-25",1,"2020-01-25"
1700,"430603201405263128","2020-01-25",1,"2020-01-25"
1701,"210781199805264035","2020-01-25",1,"2020-01-25"
1702,"340322194407113156","2020-01-25",1,"2020-01-25"
1703,"520324195605084342","2020-01-25",1,"2020-01-25"
1704,"220421200909271816","2020-01-25",1,"2020-01-25"
1705,"440117201312263738","2020-01-25",1,"2020-01-25"
1706,"420882196802292716","2020-01-25",1,"2020-01-25"
1707,"610881199504163070","2020-01-25",1,"2020-01-25"
1708,"371102194410240199","2020-01-25",1,"2020-01-25"
1709,"611021193206141539","2020-01-25",1,"2020-01-25"
1710,"32132319830423466X","2020-01-25",1,"2020-01-25"
1711,"513423196801281356","2020-01-25",1,"2020-01-25"
1712,"370481195801194076","2020-01-25",1,"2020-01-25"
1713,"370827196406030803","2020-01-25",1,"2020-01-25"
1714,"469026201509032215","2020-01-25",1,"2020-01-25"
1715,"230381194406174357","2020-01-25",1,"2020-01-25"
1716,"340208195611041147","2020-01-25",1,"2020-01-25"
1717,"540321193207091390","2020-01-25",1,"2020-01-25"
1718,"230129200003244594","2020-01-25",1,"2020-01-25"
1719,"511402198906232214","2020-01-25",1,"2020-01-25"
1720,"410611200706251042","2020-01-25",1,"2020-01-25"
1721,"210911201306303687","2020-01-25",1,"2020-01-25"
1722,"530325195912053907","2020-01-25",1,"2020-01-25"
1723,"610302195511074913","2020-01-25",1,"2020-01-25"
1724,"360982195808194038","2020-01-25",1,"2020-01-25"
1725,"500103195110170971","2020-01-25",1,"2020-01-25"
1726,"140212201110020968","2020-01-25",1,"2020-01-25"
1727,"141081197810270451","2020-01-25",1,"2020-01-25"
1728,"451481193201102117","2020-01-25",1,"2020-01-25"
1729,"540627193911124971","2020-01-25",1,"2020-01-25"
1730,"430703193412163350","2020-01-25",1,"2020-01-25"
1731,"231282194106242356","2020-01-25",1,"2020-01-25"
1732,"632323195102220091","2020-01-25",1,"2020-01-25"
1733,"370829199609122632","2020-01-25",1,"2020-01-25"
1734,"532624194612293180","2020-01-25",1,"2020-01-25"
1735,"130131200305162576","2020-01-25",1,"2020-01-25"
1736,"140702196207083704","2020-01-25",1,"2020-01-25"
1737,"150785200910174650","2020-01-25",1,"2020-01-25"
1738,"321081193505283155","2020-01-25",1,"2020-01-25"
1739,"411702198201080233","2020-01-25",1,"2020-01-25"
1740,"512002199805072278","2020-01-25",1,"2020-01-25"
1741,"610802196710052655","2020-01-25",1,"2020-01-25"
1742,"330110194803224052","2020-01-25",1,"2020-01-25"
1743,"140929201303093499","2020-01-25",1,"2020-01-25"
1744,"13032419420605347X","2020-01-25",1,"2020-01-25"
1745,"230751201710090488","2020-01-25",1,"2020-01-25"
1746,"230126193206161586","2020-01-25",1,"2020-01-25"
1747,"530114196109272507","2020-01-25",1,"2020-01-25"
1748,"150422198112084157","2020-01-25",1,"2020-01-25"
1749,"211102197905010618","2020-01-25",1,"2020-01-25"
1750,"460202196909290422","2020-01-25",1,"2020-01-25"
1751,"350925193501122752","2020-01-25",1,"2020-01-25"
1752,"61092219741208139X","2020-01-25",1,"2020-01-25"
1753,"140223193412134831","2020-01-25",1,"2020-01-25"
1754,"513332194611222656","2020-01-25",1,"2020-01-25"
1755,"370826196908312628","2020-01-25",1,"2020-01-25"
1756,"360123194605091698","2020-01-25",1,"2020-01-25"
1757,"130202201010050735","2020-01-25",1,"2020-01-25"
1758,"37011219760322035X","2020-01-25",1,"2020-01-25"
1759,"230725200410193576","2020-01-25",1,"2020-01-25"
1760,"350122197208130310","2020-01-25",1,"2020-01-25"
1761,"520323201710251159","2020-01-25",1,"2020-01-25"
1762,"41018319830421100X","2020-01-25",1,"2020-01-25"
1763,"411121193501130961","2020-01-25",1,"2020-01-25"
1764,"350581199805080738","2020-01-25",1,"2020-01-25"
1765,"230124200003093333","2020-01-25",1,"2020-01-25"
1766,"340222196007130516","2020-01-25",1,"2020-01-25"
1767,"540426195505163352","2020-01-25",1,"2020-01-25"
1768,"510823195607270578","2020-01-25",1,"2020-01-25"
1769,"320113198307302598","2020-01-25",1,"2020-01-25"
1770,"511323193104220899","2020-01-25",1,"2020-01-25"
1771,"540426196201052500","2020-01-25",1,"2020-01-25"
1772,"620921197707103096","2020-01-25",1,"2020-01-25"
1773,"630102197110303115","2020-01-25",1,"2020-01-25"
1774,"610881193208144046","2020-01-25",1,"2020-01-25"
1775,"61022219871205201X","2020-01-25",1,"2020-01-25"
1776,"310115198402243582","2020-01-25",1,"2020-01-25"
1777,"35092319330920283X","2020-01-25",1,"2020-01-25"
1778,"610426198710054923","2020-01-25",1,"2020-01-25"
1779,"632525200510203124","2020-01-25",1,"2020-01-25"
1780,"42100319600706031X","2020-01-25",1,"2020-01-25"
1781,"441423198609142603","2020-01-25",1,"2020-01-25"
1782,"532925199602150202","2020-01-25",1,"2020-01-25"
1783,"330324198510114818","2020-01-25",1,"2020-01-25"
1784,"44090420121230221X","2020-01-25",1,"2020-01-25"
1785,"653024201708221171","2020-01-25",1,"2020-01-25"
1786,"421221200008103054","2020-01-25",1,"2020-01-25"
1787,"310110197006010713","2020-01-25",1,"2020-01-25"
1788,"610426195707291692","2020-01-25",1,"2020-01-25"
1789,"420304194104110043","2020-01-25",1,"2020-01-25"
1790,"510522195209122972","2020-01-25",1,"2020-01-25"
1791,"511302197409264776","2020-01-25",1,"2020-01-25"
1792,"371324197702251642","2020-01-25",1,"2020-01-25"
1793,"130981195207041897","2020-01-25",1,"2020-01-25"
1794,"610327196809284843","2020-01-25",1,"2020-01-25"
1795,"440205194004263100","2020-01-25",1,"2020-01-25"
1796,"321003193405222321","2020-01-25",1,"2020-01-25"
1797,"51018219520615165X","2020-01-25",1,"2020-01-25"
1798,"65402419620709196X","2020-01-25",1,"2020-01-25"
1799,"51322719770308215X","2020-01-25",1,"2020-01-25"
1800,"320106195309200192","2020-01-25",1,"2020-01-25"
1801,"211421194901134332","2020-01-25",1,"2020-01-25"
1802,"450803196004184614","2020-01-25",1,"2020-01-25"
1803,"411628200801154329","2020-01-25",1,"2020-01-25"
1804,"130104199209300911","2020-01-25",1,"2020-01-25"
1805,"441623195911041915","2020-01-25",1,"2020-01-25"
1806,"530403200403291916","2020-01-25",1,"2020-01-25"
1807,"210422193201291696","2020-01-25",1,"2020-01-25"
1808,"131023196407313976","2020-01-25",1,"2020-01-25"
1809,"522324193812283398","2020-01-25",1,"2020-01-25"
1810,"23088119451207383X","2020-01-25",1,"2020-01-25"
1811,"450421198310133575","2020-01-25",1,"2020-01-25"
1812,"130129196311020805","2020-01-25",1,"2020-01-25"
1813,"410323201705034461","2020-01-25",1,"2020-01-25"
1814,"141121199809271287","2020-01-25",1,"2020-01-25"
1815,"540230194011091490","2020-01-25",1,"2020-01-25"
1816,"654221200807201676","2020-01-25",1,"2020-01-25"
1817,"450804194905084167","2020-01-25",1,"2020-01-25"
1818,"440233194912073201","2020-01-25",1,"2020-01-25"
1819,"431027194007180833","2020-01-25",1,"2020-01-25"
1820,"350881196705140775","2020-01-25",1,"2020-01-25"
1821,"430225196505251629","2020-01-25",1,"2020-01-25"
1822,"360313193106230917","2020-01-25",1,"2020-01-25"
1823,"350128200008224913","2020-01-25",1,"2020-01-25"
1824,"350213194703110451","2020-01-25",1,"2020-01-25"
1825,"640402201007112123","2020-01-25",1,"2020-01-25"
1826,"513334198301260156","2020-01-25",1,"2020-01-25"
1827,"360428196104063143","2020-01-25",1,"2020-01-25"
1828,"340711201102144723","2020-01-25",1,"2020-01-25"
1829,"440232195803110833","2020-01-25",1,"2020-01-25"
1830,"34040519800814303X","2020-01-25",1,"2020-01-25"
1831,"430212197310224009","2020-01-25",1,"2020-01-25"
1832,"451030197401131971","2020-01-25",1,"2020-01-25"
1833,"532823199007041556","2020-01-25",1,"2020-01-25"
1834,"640205201604151209","2020-01-25",1,"2020-01-25"
1835,"152222195010032396","2020-01-25",1,"2020-01-25"
1836,"530702198508152090","2020-01-25",1,"2020-01-25"
1837,"44040219860614108X","2020-01-25",1,"2020-01-25"
1838,"610331194712120098","2020-01-25",1,"2020-01-25"
1839,"513331195010072232","2020-01-25",1,"2020-01-25"
1840,"140431193503310416","2020-01-25",1,"2020-01-25"
1841,"130634200404300416","2020-01-25",1,"2020-01-25"
1842,"421126198004112750","2020-01-25",1,"2020-01-25"
1843,"429005198207251013","2020-01-25",1,"2020-01-25"
1844,"510303193809031813","2020-01-25",1,"2020-01-25"
1845,"420804198708072864","2020-01-25",1,"2020-01-25"
1846,"36073119900715093X","2020-01-25",1,"2020-01-25"
1847,"420115200002061945","2020-01-25",1,"2020-01-25"
1848,"440304200210101425","2020-01-25",1,"2020-01-25"
1849,"371702200210113372","2020-01-25",1,"2020-01-25"
1850,"610113197508310804","2020-01-25",1,"2020-01-25"
1851,"532327198409020583","2020-01-25",1,"2020-01-25"
1852,"420583199202152713","2020-01-25",1,"2020-01-25"
1853,"340822201604094222","2020-01-25",1,"2020-01-25"
1854,"63262219310727281X","2020-01-25",1,"2020-01-25"
1855,"513434201302241838","2020-01-25",1,"2020-01-25"
1856,"360726195209070031","2020-01-25",1,"2020-01-25"
1857,"232721195710192850","2020-01-25",1,"2020-01-25"
1858,"330212201707231499","2020-01-25",1,"2020-01-25"
1859,"141032195303030529","2020-01-25",1,"2020-01-25"
1860,"350525193603040019","2020-01-25",1,"2020-01-25"
1861,"445381200310222117","2020-01-25",1,"2020-01-25"
1862,"532327197511302259","2020-01-25",1,"2020-01-25"
1863,"130730200004010612","2020-01-25",1,"2020-01-25"
1864,"51050319470302002X","2020-01-25",1,"2020-01-25"
1865,"210811195002130410","2020-01-25",1,"2020-01-25"
1866,"640105199612250463","2020-01-25",1,"2020-01-25"
1867,"341203194810173681","2020-01-25",1,"2020-01-25"
1868,"610803195107064311","2020-01-25",1,"2020-01-25"
1869,"433127200802093507","2020-01-25",1,"2020-01-25"
1870,"330111198506010730","2020-01-25",1,"2020-01-25"
1871,"510184199008160759","2020-01-25",1,"2020-01-25"
1872,"433123201710311051","2020-01-25",1,"2020-01-25"
1873,"321084196501312230","2020-01-25",1,"2020-01-25"
1874,"340304199709053363","2020-01-25",1,"2020-01-25"
1875,"32080319810527220X","2020-01-25",1,"2020-01-25"
1876,"610829196308172181","2020-01-25",1,"2020-01-25"
1877,"430724200007081858","2020-01-25",1,"2020-01-25"
1878,"130730198804164644","2020-01-25",1,"2020-01-25"
1879,"330182195412153695","2020-01-25",1,"2020-01-25"
1880,"510182197104230751","2020-01-25",1,"2020-01-25"
1881,"370213201405313732","2020-01-25",1,"2020-01-25"
1882,"513333196103263852","2020-01-25",1,"2020-01-25"
1883,"420203201103294355","2020-01-25",1,"2020-01-25"
1884,"520628196001053402","2020-01-25",1,"2020-01-25"
1885,"230781197807104830","2020-01-25",1,"2020-01-25"
1886,"330127198106222073","2020-01-25",1,"2020-01-25"
1887,"140825197803031470","2020-01-25",1,"2020-01-25"
1888,"370613197112301896","2020-01-25",1,"2020-01-25"
1889,"350526199908151733","2020-01-25",1,"2020-01-25"
1890,"654226200506194531","2020-01-25",1,"2020-01-25"
1891,"530802199002252545","2020-01-25",1,"2020-01-25"
1892,"650106194309262360","2020-01-25",1,"2020-01-25"
1893,"310110195801293645","2020-01-25",1,"2020-01-25"
1894,"131082198806222579","2020-01-25",1,"2020-01-25"
1895,"411328195301082592","2020-01-25",1,"2020-01-25"
1896,"310113198708120558","2020-01-25",1,"2020-01-25"
1897,"210113193708091578","2020-01-25",1,"2020-01-25"
1898,"430103199006253654","2020-01-25",1,"2020-01-25"
1899,"429004195508093776","2020-01-25",1,"2020-01-25"
1900,"430811200402040734","2020-01-25",1,"2020-01-25"
1901,"430482198307090139","2020-01-25",1,"2020-01-25"
1902,"14092520010516097X","2020-01-25",1,"2020-01-25"
1903,"321111195308314552","2020-01-25",1,"2020-01-25"
1904,"410381196604284939","2020-01-25",1,"2020-01-25"
1905,"62042120171110267X","2020-01-25",1,"2020-01-25"
1906,"632224198212140281","2020-01-25",1,"2020-01-25"
1907,"510802195805214719","2020-01-25",1,"2020-01-25"
1908,"530125196904064319","2020-01-25",1,"2020-01-25"
1909,"511111200105133451","2020-01-25",1,"2020-01-25"
1910,"63252319940925309X","2020-01-25",1,"2020-01-25"
1911,"53253119610920191X","2020-01-25",1,"2020-01-25"
1912,"450127198806081571","2020-01-25",1,"2020-01-25"
1913,"360982198404112212","2020-01-25",1,"2020-01-25"
1914,"469005201210264781","2020-01-25",1,"2020-01-25"
1915,"500152199909070731","2020-01-25",1,"2020-01-25"
1916,"532925195903214072","2020-01-25",1,"2020-01-25"
1917,"632722199401020413","2020-01-25",1,"2020-01-25"
1918,"43072520120821219X","2020-01-25",1,"2020-01-25"
1919,"150402193304191645","2020-01-25",1,"2020-01-25"
1920,"440224195201201762","2020-01-25",1,"2020-01-25"
1921,"211402201407011832","2020-01-25",1,"2020-01-25"
1922,"610728200902171744","2020-01-25",1,"2020-01-25"
1923,"511602197602252191","2020-01-25",1,"2020-01-25"
1924,"61011519830924133X","2020-01-25",1,"2020-01-25"
1925,"610724194609122851","2020-01-25",1,"2020-01-25"
1926,"150124200501212702","2020-01-25",1,"2020-01-25"
1927,"431103199110080993","2020-01-25",1,"2020-01-25"
1928,"150402199507090665","2020-01-25",1,"2020-01-25"
1929,"230781193712224751","2020-01-25",1,"2020-01-25"
1930,"140822201710103201","2020-01-25",1,"2020-01-25"
1931,"532325193107082636","2020-01-25",1,"2020-01-25"
1932,"210204200904103486","2020-01-25",1,"2020-01-25"
1933,"141125201109171328","2020-01-25",1,"2020-01-25"
1934,"330127196601231795","2020-01-25",1,"2020-01-25"
1935,"231281197807021465","2020-01-25",1,"2020-01-25"
1936,"370283198811074372","2020-01-25",1,"2020-01-25"
1937,"51343419910302139X","2020-01-25",1,"2020-01-25"
1938,"610327197312132689","2020-01-25",1,"2020-01-25"
1939,"440308200309222054","2020-01-25",1,"2020-01-25"
1940,"140829201308224632","2020-01-25",1,"2020-01-25"
1941,"410802199006054418","2020-01-25",1,"2020-01-25"
1942,"360731193809161369","2020-01-25",1,"2020-01-25"
1943,"360732194608270877","2020-01-25",1,"2020-01-25"
1944,"420923198302173213","2020-01-25",1,"2020-01-25"
1945,"140226195806023569","2020-01-25",1,"2020-01-25"
1946,"659006199605181077","2020-01-25",1,"2020-01-25"
1947,"120111201509274972","2020-01-25",1,"2020-01-25"
1948,"130929201307010660","2020-01-25",1,"2020-01-25"
1949,"520303194608241693","2020-01-25",1,"2020-01-25"
1950,"140922196602260180","2020-01-25",1,"2020-01-25"
1951,"230227201702064805","2020-01-25",1,"2020-01-25"
1952,"320682193704083066","2020-01-25",1,"2020-01-25"
1953,"500241201011272376","2020-01-25",1,"2020-01-25"
1954,"370523201309161045","2020-01-25",1,"2020-01-25"
